"id","name","screen_name","description","followers_count","friends_count","favorites_count","listed_count","created_at"
797296930690834432,Susan weaver,Susanweav,"Nurse, mom, wife, sister, daughter, Democrat, resister",61,108,5497,0,2016-11-11 00:00:00
797304834886078464,Doug PasTense Of Dig,PastenseDig,"I started supporting #TRUMP after visiting his Casinos HA! GRF,AR FR,NA. IM♿️#TBI #Listeria Meningitis FOLLOW TRUMP SUPPORTERS ONLY #MAGA #GodBlessAmerica🇺🇸",7267,7131,16862,3,2016-11-12 00:00:00
797604899517120514,Joe Kinnaman,kinnaman_joe,Shadow Banned,417,348,17686,2,2016-11-12 00:00:00
797951138838482944,J to the D,realjamestoller,"You probably already know me, if not, stop spending so much time on social media",32,236,8463,0,2016-11-13 00:00:00
797978166514094080,Lexi Wright,L_Wrightxo,Mother. Mental Health Support Worker. Founding member of the Women's Equality Party. Trainee Counsellor. ASD/ADHD Parent🌹,50,194,336,1,2016-11-13 00:00:00
797982486294827009,Madisonian Freedom,Madison4Freedom,"Freedom of Speech, Equality of Opportunity, Personal Responsibility, Limited Government, Free Market Capitalism, Liberal Arts Education, Rigorous 4th Estate",130,757,4329,2,2016-11-13 00:00:00
798383509605875712,Capital District DSA,CapDistrictDSA,"Capital District New York chapter of @DemSocialists • Albany, Troy, Schenectady, Saratoga, Columbia/Greene & Southern Adirondacks • info@capitaldistrictdsa.org",1725,471,403,30,2016-11-14 00:00:00
798634790870204416,iPablosS_,pablodiasp1123,me vale verga todo,5,60,122,0,2016-11-15 00:00:00
798644166913904640,fanofzora,fanofzora,"Conservative/Libertarian/Constitutionalist/Traveler/Proud Veteran/~ If you RT racist crap of ANY kind, you will be reported and blocked!",3344,4957,70821,2,2016-11-15 00:00:00
798908545584533504,luna,zyanyanarvaez,,94,159,6094,0,2016-11-16 00:00:00
800057474850181120,Deb,doobieh56,"Proud Democrat, believer in equal rights for all humanity. #resist,. #impeach Trump, #resistor, #fucktrump, #vote blue",643,646,42987,2,2016-11-19 00:00:00
801552631130767360,Angry Old Nationalist Vet,OldMcnerd,"Conservative, Nationalist, spit-on Vietnam Veteran, former Computer Nerd since 1976 and just trying to survive in an expensive liberal state",88,41,5112,2,2016-11-23 00:00:00
801802113663848449,Tea sch,Teasch1,Prof pic is the brilliant work of Enrique Rottenberg #chestpounding starts wars #notchestpounding #yes2humanity,69,238,32482,0,2016-11-24 00:00:00
802501207432433664,Casual_weeb,Another_weaboo,the A grade student is punished for a C while the failing kid is praised for one. think about that,22,123,6877,1,2016-11-26 00:00:00
802894350791413760,Loraine Archuleta,lorearchie1,"Very intuitive.. deep thinking.. knows people.. have managed people for 30+years, heard every excuse..and then some..",51,101,3777,2,2016-11-27 00:00:00
803712866889113601,Thankful Thot,DulceSierra22,look @ me bby // 🇨🇴🇪🇨,217,220,26772,0,2016-11-29 00:00:00
805618509115965440,Kellyanne Parrish,kellyparrishnc,"Navy Vet, Wife, Mom to four, Grandma to five.",426,1859,28828,4,2016-12-04 00:00:00
805759048415150081,Frank Vaslo,nonameinmich,Activist and Volunteer.  Senior Nutrition & Meal on Wheels Supporter. Aspiring Curmudgeon & Member of the #Resistance.,125,214,3218,0,2016-12-05 00:00:00
806608703550091264,Tina Rae Lynn,TRL1226,"🇺🇸🎖️14-year Navy Vet. Mother of 2 daughters (one who is trans). I am a strong supporter of LGBTQ 🏳️‍🌈, equal rights/pay and #MeToo. 🌊🌊 #MichaelAvenatti2020!",24,30,1119,0,2016-12-07 00:00:00
807705155584016390,gis,gizzlebiz,💟,82,66,96,0,2016-12-10 00:00:00
808440797288865792,Rick Whitman,raptureready299,"Bible believing,Born Again SpiritFilled, living for Jesus Christ. Love married life, my wife and children.Jesus First, Jesus said: Believe in Me = Life Eternal",3511,4629,4743,1,2016-12-12 00:00:00
810232558571192320,Paul Austin,aussieafc,Carpenter / Football scout. Curry lover. Pigeon fancier. #UptheArse,125,185,471,0,2016-12-17 00:00:00
810620213259542528,Skiiii,skiiiiEA1,"Every day, we need to fill our children's bucket with enough self esteem in order to never allow it to totally empty with all the poked holes. #IDWP #nomoreguns",456,982,50118,2,2016-12-18 00:00:00
810691321321099268,M.H Boyacioglu,ProfBoyacioglu,Cereal Scientist,350,615,3317,3,2016-12-18 00:00:00
810876471619293184,ria,riiaarriiaariia,,78,135,7622,1,2016-12-19 00:00:00
810960640571490304,Gina Boling,gnboling,I am a HUGE Lucas Till fan and love 80's music. I also love NCIS New Orleans.,33,61,7567,0,2016-12-19 00:00:00
814731269518954496,star mendez,starms_,,124,167,7727,0,2016-12-30 00:00:00
814916814144618496,Earthling 001,Earthli00950434,"Spicy food, spicy language, spicy life! Combustible when injustice exists. Fighting for America one tweet at a time!
#FBR #Resist 🇺🇸🌊",3677,4672,41851,0,2016-12-30 00:00:00
816780669162582016,Paula Washington,brainboomr22,Blue speck in a Red Sea! Teacher glitter in my veins! (Retired) 24 year Army wife,3694,3115,216748,9,2017-01-04 00:00:00
816806398357078020,Todd Helmus,SpecNeedsDigest,,70,349,5944,0,2017-01-04 00:00:00
817402243360112642,John R. Spahn,spahn_r,"Proud Atheist, skeptic, Progressive, Democratic socialist and Anti-fascist. Pro science and pro reason. I don't respond to party loyal sheep from either side.",44,259,373,1,2017-01-06 00:00:00
817496049229164544,Woody Woodson,woody_vietvet,"Vet, voter, news addict, science wonk, Obama Dem., #Resistance since 1972",708,791,5184,8,2017-01-06 00:00:00
818290840439164929,Spud Levity,Spud_Levity,,237,766,1026,2,2017-01-08 00:00:00
818631588808368129,Stella the Fox,StellatheFox26,"Student Artist, Avid Gamer, and Lover of Food (especially sweets). I draw Halo, Sonic-based, fantasy creatures, Overwatch, and the occasional anime crossover.",153,87,38649,2,2017-01-09 00:00:00
818868713642491905,Nico Smith,NicoSmithh100,HUNCHO IG: nicosmith631,190,168,1819,1,2017-01-10 00:00:00
819342630022574080,Surprise surprise surprise,Youvegottobeki1,There are no Free rides,160,344,13225,2,2017-01-11 00:00:00
819510138335678464,Melissa,melmj181,"https://www.youtube.com/user/Mel24MJ
http://instagram.com/melissa_jelinic

I sing and play guitar sometimes:
http://m.facebook.com/story.php?stor…",16,180,12354,0,2017-01-12 00:00:00
819587258827218945,HRod727,Rod727H,CSUF Alum. Avid cyclist and workout freak.#Resist #bluewave🌊#FBR,2697,3505,35861,1,2017-01-12 00:00:00
820712218975084544,OC Callouts,OCCallouts_Bot,I am a bot that tweets callouts in Orange County. Data from the Orange County Sheriff's Department. **NOT AFFILIATED WITH OCSD**,764,10,0,21,2017-01-15 00:00:00
821016992425635840,Rob Muller Properties,Rob_Properties,"Rob Muller - Engel & Volkers, Suwanee, GA Real Estate, Alpharetta, GA Real Estate, Flowery Branch Real Estate.",132,139,76,3,2017-01-16 00:00:00
821135442951012353,MichiganChick,Michchick310,"Mom. Wife. Lawyer. Patriot. Pragmatist. Political junkie. Truth, puppy & sun worshipper. Cali by way of TX, AZ, IN and MI. Views my own. RT not endorsement.",96,235,5661,0,2017-01-16 00:00:00
821227993741885441,Luke Russell,LukeRussell1281,"Freelance artist: Illustration, Print Media & oil painting. SciFi/Horror nerd. Political junkie & history buff. #Resist #Impeach",3882,4007,142410,2,2017-01-17 00:00:00
821470108895813632,Women's March Rome,RomeWomen,"Women's March Rome stands with women & men all across the world in defending progressive values. We are the official Rome, Italy, chapter of WM Global.",1020,240,1100,19,2017-01-17 00:00:00
821635450456735746,Vikingman,HHVikingman,,96,144,25552,0,2017-01-18 00:00:00
821734930199834624,barbara jackson,bjbj420,trump   patriot.  that’s all folks,182,448,1247,0,2017-01-18 00:00:00
821775118288506880,Hellen Zass,datalkinbook,take good care of your blessings —Essex Hemphill the bottomist formerly known as howtobeTerrell  http://cash.me/$datalkin,426,1809,9521,3,2017-01-18 00:00:00
822257723425361922,Kelley Menke,kelley_menke,,26,195,3282,0,2017-01-19 00:00:00
822271632383295493,Paying Attention,AttentionPaying,"trying to keep up with ""what's going on"" and still laugh...nevertheless, she persisted",47,60,2692,2,2017-01-19 00:00:00
822846234750652417,Avi B,kotzbatahat,,1094,1118,7076,6,2017-01-21 00:00:00
822860942014816256,Tyrone Tonkinson,ttonk1962,,2975,64,14814,0,2017-01-21 00:00:00
822917436017999873,Dimzies,dregne21,,119,102,19172,0,2017-01-21 00:00:00
823662750610128897,ColetteW,crw201318,I'm a Grandma. I vote for the future. I don't read comments  #Resistance  #GrassrootsResistance,113,261,7981,2,2017-01-23 00:00:00
823857202108702720,"5 1 3 - Double P",EndoSmilez,"Liverpool and rap, that’s it",164,339,7416,0,2017-01-24 00:00:00
823881150401626113,Teresa Clouse,TeresaClouse3,,4,60,865,0,2017-01-24 00:00:00
823989795751858177,Don,Don44489906,,84,166,6871,0,2017-01-24 00:00:00
824023369578188800,mblctz,mblctz,Veterans gave at the office.  Furstaff.    America has always been great!         #VeteransResistSquadron #TheResistance #BlueWave2018 #MuellerTime,1578,1689,33575,2,2017-01-24 00:00:00
824074288495853568,IronStar Rosse,IronStarRosse,"1776 Out of Many, One. A Woman made United States flag. Thank you Military & Journalists who risk their lives. I build, garden, sew, write etc Military daughter",525,955,34901,4,2017-01-24 00:00:00
824329561680871424,Sandy Keeton,sandykeetonnc,Naturalist,666,1088,16850,0,2017-01-25 00:00:00
824453204079419392,James D. Harding,JamesDHarding,You must be up-to-date with regards to health topics so you should research on the web to get the latest news and updates.,0,41,0,0,2017-01-25 00:00:00
824584215173816320,resister sister,betsyriot11,We must always #resist what is unjust,387,853,35212,1,2017-01-26 00:00:00
824590801279811584,Adam Leidtke,AdamLeidtke,,1780,3540,1967,3,2017-01-26 00:00:00
824731344315961344,RW,RStrongr2gether,"Democratic party equal rights, saving our planet, protecting our monuments, and respecting our freedom rights.",43,58,2081,0,2017-01-26 00:00:00
824783403828404224,Dragon Fanatic,michael_abishek,"Still hasn't gotten over his dragon obsession. May also sporadically tweet about dinosaurs. He/Him pronouns, 26 years old. Probably Cis-het.",23,404,16410,1,2017-01-26 00:00:00
824877696521957376,Tenacious E,EmilyEggbert,,1978,2172,179539,4,2017-01-27 00:00:00
825012051546427392,David Schilling,us_not_i,"Trying to  ""win"" in love, parenting or leadership will result in the opposite of what you really want.",65,218,9616,1,2017-01-27 00:00:00
825052371583696896,Casey Katims,caseykatims,DC rep for @GovInslee. WA native. @RepDelBene and @Vassar alum. Feminist. Tweets are my own.,172,317,3566,1,2017-01-27 00:00:00
825172460509159424,i live in TX and I VOTE!,CarolSTACY17,,157,287,6071,0,2017-01-27 00:00:00
825386633117720576,Vote November 6th,AmyMyer94165143,"A member of the resistance, @NoRA4USA,#WeAreThePatriots, @MomsDemand,#BlueWave2018",318,1011,38179,0,2017-01-28 00:00:00
825431014554083330,Tara Holmes,Taragolf1,,370,996,26950,0,2017-01-28 00:00:00
825534360875102208,Donnie,Donnie00050,,442,361,15310,1,2017-01-28 00:00:00
825574742186799104,Coco Mensegues,MenseguesCoco,,13,240,6001,0,2017-01-29 00:00:00
825772336993464326,Nat Goodlad,natgoodladlwos,Trainee sports journalist at @pa_training | Managing Editor and #mkdons Article Contributor for @LastWordFC | Featured on @oddsbible | 19 Years Old,254,323,1419,2,2017-01-29 00:00:00
825945752354463744,Natalie,nananee_,☞ waz gucci.,129,183,9107,0,2017-01-30 00:00:00
826249793504698369,Notre Faso,NotreFaso,"NotreFaso™  Est votre site de news, de divertissement et de buzz musicale.",341,496,0,3,2017-01-30 00:00:00
826539860462751744,Adell Douglas,"03MDouglas4",,6,143,2255,0,2017-01-31 00:00:00
826739796445786112,ً,yeetjk,,1396,96,8639,38,2017-02-01 00:00:00
826960935092908032,Weather.WTF,weather_wtf,"Share your posts by adding #WeatherWTF to your amazing weather photos, weather videos & stories #weather #snow #rain #sun #windy #hurricane #flood #tornado",817,4131,23238,3,2017-02-01 00:00:00
827017107669803008,わたしは、あなたを愛していますヅ,"6dogskrvluh",☪ Buddhist🕉 HMU BITCHES,223,214,3376,0,2017-02-01 00:00:00
827242412233854976,Genge,GeorgeABrowning,The Mastodon of Stagnation,240,3672,2059,3,2017-02-02 00:00:00
828137912323694593,Jojo,ivetothecheeto,"Voted for Beto, single mom, resister-sister, protest marching, raising 2 blue teenagers in a small ""red"" town in TX. Beto sign up in the yard forever!",198,222,30588,1,2017-02-05 00:00:00
828434159769055232,"68 Power (Trott)",WeatherGeek68,"Do what is just, and what is right, not what is popular. We have boundless opportunities to make a difference; some paths just take longer than others ......",941,2397,13041,4,2017-02-05 00:00:00
828613641033297923,❤JeriEverley ❤ #PATRIOT #Q #WWG1WGA #WeThePeople,JeriEverley,"Reaching beyond all that has been hidden 4 deeper growth within ones own self. #Anti_NWO #LoveHumanity 
Live by NATURAL LAW. L❤VE WITH PASSION. #WWG1WGA  #Q",3408,4824,17023,3,2017-02-06 00:00:00
828807991864463361,Tom,luvnewprez,"Proud Conservative American married 25 years to incredible woman. family of 6 Republicans, Texan, Trump supporter, MAGA,",5475,2217,8744,5,2017-02-06 00:00:00
829098227748200452,Darian Burton,d_burton24,UCM Poli Sci | Pharmacy Technician | full time STL fan 🏒⚾️,112,206,4513,0,2017-02-07 00:00:00
829832233011777536,CK,ckobesQ,MAGA #TRUMP 🇺🇸❤🇺🇸❤ #WWG1WGA #Trusttheplan #TheStormishere,6859,7151,3623,50,2017-02-09 00:00:00
830016624975556609,Danika,d_westphoto,"I am a professionally qualified photographer based in Dorset specialising in Theatre, Events, Portraits and Weddings.",246,801,1403,1,2017-02-10 00:00:00
831166334893330432,Jo,joyamileth_,,552,346,14746,0,2017-02-13 00:00:00
831684126952538113,Andrew Henriquez,AndrewHG504,I don't know what to put here.,242,114,62182,0,2017-02-14 00:00:00
831791561675522048,andi,andhalyicarter,,156,283,13506,0,2017-02-15 00:00:00
831957519446769675,MassPatriot,mass_patriot,"A Mass patriot; admirer of truth, compassion, dignity, generosity; advocate for the environment",65,130,7312,1,2017-02-15 00:00:00
832263356534910976,DemystifyYourHealth,demystifyhealth,Helping people to understanding their health without needing to be an expert in healthcare.,610,1493,0,4,2017-02-16 00:00:00
832366859328577536,Sara lynn Bender,SaralynnBender2,"Educator for over 35 years. Special Education, Mathematics , and Science. Hobbies : glassblowing, jewelry making, and traveling the world.",32,57,206,0,2017-02-16 00:00:00
833049800870342657,$HANK $HILL,th3k0w81,"Transhumanist.  Futurist.  Grumpy Gus.  

Be on the lookout for my new album 'Dad Bod' in stores 2023",410,554,39665,5,2017-02-18 00:00:00
833418912951840769,Roberta Reed,bobbiereed161,"Independent insurance agent representing Erie Insurance.  I am an advocate for kidney disease, early detection, organ donation and transplant.",162,664,633,5,2017-02-19 00:00:00
833755085419188224,Malena,Helychrise,,8,108,1226,1,2017-02-20 00:00:00
834132229114585089,Cyn,CynGartner,"Wife of Vietnam Veteran, Mom, Grandma & love my Granddog! love our great Pres. #MAGA #Buildthatwall #Trump2020
🇺🇸🇺🇸🇺🇸",1007,779,17661,7,2017-02-21 00:00:00
834132690945376260,Romane Maru,romane_maru,*insert that Meryl Streep gif where she's hyping someone up*,109,194,28087,0,2017-02-21 00:00:00
834907263877918721,Donna Gilliss,d5potter,,54,110,18335,1,2017-02-23 00:00:00
834981388805894145,ToasterDoctor,Toasterdoctor,"Dorky introvert, regular American. Stamping out pestilence, disease and ignorance IRL.  Amateur Tweeter (Obvs). RT ≠ endorsement",12,217,298,1,2017-02-23 00:00:00
835135827068006400,LAAS,LabourAgainstAS,Making the Labour party a safe place for Jewish people by eradicating antisemitic abuse from within the party,5611,2041,12168,30,2017-02-24 00:00:00
835359231733686272,TR3,TeelowM3,,79,426,6479,0,2017-02-25 00:00:00
835680878030282752,Bernabe Perez,thebernabee,,1,3,0,0,2017-02-25 00:00:00
836327026013286402,Suzie O'Shea,shea_suzie,,140,679,9840,0,2017-02-27 00:00:00
836398980066119680,Ms Mick,Tat2uRdWhteBlu,#ProLife #Conservative Sarcastic wit & hairy eyeballs. Farm kid/no BS tolerance. NRA Member FB @OliverMcGee @Scaramucci @GenFlynn @therealroseanne #KAG #Trump!,16057,12633,17245,14,2017-02-27 00:00:00
836692021125468160,jaah,jaahsx,Deal with it.,8,188,81,0,2017-02-28 00:00:00
837870471366524928,Kris,sundown1958,,10,93,468,0,2017-03-03 00:00:00
838535937063813122,Filakia,cdyiasou,,10,87,3934,0,2017-03-05 00:00:00
838930382254919680,Julia Sweet,mrsjohnmilton,Go read a book. Take a walk. Be kind.,402,383,65483,1,2017-03-06 00:00:00
839188531729809408,Donald Carr,realDonaldCarr,,21,149,918,0,2017-03-07 00:00:00
839379257012932609,charles ogazi,charlesogazi1,,158,1197,362,0,2017-03-08 00:00:00
839592972551352332,Charles de Boisblanc,CWdeBoisblanc2,,12,57,581,0,2017-03-08 00:00:00
839908605440757760,David De Rhodo CFP,David_J_DeRhodo,"Financial Advisor with Ameriprise Financial Services, Inc.

Disclosure: http:/bit.ly/1UPmzD6

CA Insurance #0I58686",23,75,1,2,2017-03-09 00:00:00
840065432522375172,Bambi Yeley-Miller,YeleyBambi,"I have always been a protector of the children, the elderly, animals and the innocent. I will out last Donald Trump. #Resistance #FBR #RESIST 
#MarchforLife",2324,3915,43339,4,2017-03-10 00:00:00
840348269469360128,Aaron G.,AaronZG435,"Rookie traditional artist, apparently an adult. I don't draw much atm but I rt a lot of art. May RT slight NSFW. Bisexual, He/Him",400,987,160384,5,2017-03-10 00:00:00
840582262303277057,cloudd. #TimelessOutNow. ♡,cloudyng_,"˗ˏ✎*ೃ˚ fan account. stan @BTS_twt, stan talent. • army ; reveluv & queener supremacist•  ﾐ❀ 🐨♡🐱 • [💌] ◌; bts + army. so show me. 💜. @QueenWillRock. 🎸.",143,439,18297,1,2017-03-11 00:00:00
841115006578044928,vee.,LyssaVee53,Souled out.,63,69,1783,0,2017-03-12 00:00:00
841455571496796164,Nica Libre,NicaLibre68,"Legal Immigrant, Dad, US Army service, living the American Dream. Life, Liberty and the pursuit of Happiness. 🇺🇸 🇸🇻",3,108,44,0,2017-03-13 00:00:00
841672118345564160,MemoPast,MemoPastApp,La app con la que no volverás a olvidar tomar tus medicinas. Registra tus tomas y conecta con tu médico o familiar para ayudarte a cumplir los tratamientos.,145,442,356,3,2017-03-14 00:00:00
842393129995116544,Paul O'Dell #ElectionReform,MarrshalStax,good tunes good company & the Truth💙🗽💙 SAVE AMERICA 🌊🌊🌊 USMC vet Sgt. #KremlinAnnex #VoteVets #NetNeutrality #ElectionReform,6465,7055,76720,10,2017-03-16 00:00:00
842781247004852224,Benny J. Ramsey,BennyJRamsey2,Thinking about thinking,26,64,1662,0,2017-03-17 00:00:00
844221243943469056,♥𝒹𝒶𝒷𝓃𝑒♥,dabthegoat,"Astroworld’s my planet, my home",370,365,42673,0,2017-03-21 00:00:00
844893476080832512,Priya Ramsami,priya_r3,,2,1,0,0,2017-03-23 00:00:00
845361576970534912,Glass Goddess,JoannaVitale7,"Glass artist & entrepreneur, more prolific than your average blonde, embraces peace, humor, music, truth, integrity and rationality.",140,205,19529,3,2017-03-24 00:00:00
845375405196558336,Jeff Blackwell,JCBwellUS,"Analytical engineer, believes Americans are math-phobic. WAS very independent politically. Purveyor of unconventional wisdom based on rationality. I BLOCK NAZIS",905,815,21234,5,2017-03-24 00:00:00
845681830158356482,THEnet,THEnetcomm,THEnet: Training for Health Equity Network.,244,248,730,0,2017-03-25 00:00:00
845828367316402176,Karrie,KarrieKarin1956,Government & Politics Politics General News ...Happily Married and not looking for dates..,331,144,15858,5,2017-03-25 00:00:00
846065305646379008,Carol L,riess_carol,Doing my best to keep hatred and bigotry from  http://spreading.Live in a house full of animals so will follow anyone who loves them as much as I do.,1445,1940,8304,3,2017-03-26 00:00:00
846642434616561664,Dr Emmanuel,DoctorEmto,Medical Doctor : Business Enthusiast and Investor: ICT enthusiast(programmer): Lover of everything that's Luxury and TECHNOLOGY: iExplorer : INTERN BILLIONAIRE,890,2335,3978,3,2017-03-28 00:00:00
846789362289401857,Jeannine Jones,jean9jones58,,96,313,8088,0,2017-03-28 00:00:00
847087170536005632,Dr. Emil Lee,Emil_LeeMD,"President, Canadian Association of Radiologists | l'Association Canadienne des Radiologistes. Community/IR Rad. Proud Dad & Husband. Opinions are my own.",817,1364,295,14,2017-03-29 00:00:00
847323649560371200,Dipala Chauhan,DipalaChauhan,,198,87,6349,2,2017-03-30 00:00:00
847901351657054209,Erin,ErinJT13,here to share some love for a few things // Gillette stadium Speak Now Rain show - REP; broke since 2008🐍👑,115,303,159,0,2017-03-31 00:00:00
847929118532538369,Pacman002,Ab_lahbs,"EasternWaveFoundation🍮
EasternWaveEnt🔌
aboicyprain@gmail.com
IG:@ab_lahbs
👻:@ablahbs
I follow back Asap",706,1037,3546,0,2017-03-31 00:00:00
849193505339703296,Lehlogonolo,Berri_Nkuna,Coming soon!!,355,419,4512,0,2017-04-04 00:00:00
849329332111716352,ScienceBar,TheScienceBar,"journalist, Harvard alum, helo fan.",8,185,2128,1,2017-04-04 00:00:00
849839935083425792,We're All Mad Here,allmadpodcast,"A podcast hosted by Rachel about mental health and its crazy history. Scary, sassy, and informative!",963,799,2070,22,2017-04-06 00:00:00
850395405917540352,Fiona Swann #FBPE #PeoplesVote #endthechaos,Lorelei_174,Londoner and Citizen of Europe. Staying angry and fighting Brexit.,1116,618,27126,13,2017-04-07 00:00:00
851091905806991360,Lida,LidaC8573,,17,79,1114,0,2017-04-09 00:00:00
852703588367421440,Ashirvad Singh,smaboyy,,53,133,1892,0,2017-04-13 00:00:00
853041820896342016,Frank Jasson,frugaldeals511,,38,280,46,3,2017-04-14 00:00:00
853512661438300162,"xoxo, TYDE",gagaispregnant,CLINK CLINK! WELCOME BOUGEE BITCHES!,1243,2397,14609,15,2017-04-16 00:00:00
853804125225484288,Thornton Dental,dentistthornton,"PAY NO GAP for dental checkup & clean (HCF, NIB, & other major insurers). Call us on (02) 4966 2996.",8,81,0,0,2017-04-16 00:00:00
853946359803719681,Moonchild,autumn_leaves5,Army + Neverland,293,419,74312,4,2017-04-17 00:00:00
854462059714576384,Abubakari Fatihi,AbubakariFatihi,,330,750,7634,0,2017-04-18 00:00:00
854869125696548864,Hunter freedom,HunterfreedomCN,安静的登山，孤独的狼,212,189,159,0,2017-04-19 00:00:00
856142648402477058,ʜᴇᴇʟ ʙʏ ɴᴀᴛᴜʀᴇ,HeelByNatureYT,Daily Wrestling News & Analysis,2784,1311,4613,21,2017-04-23 00:00:00
858108546143182850,Bryana Rivera,BryanaRivera5,viva la vida🌻 UIUC '21,171,150,4181,0,2017-04-28 00:00:00
859577035395661825,WíCKED,ImTrash_butUr2,I'm ready to diss a point,115,257,7017,1,2017-05-02 00:00:00
862376452490219521,Old white guy,Acapecodder,Repost and likes indicate that I found the subject interesting.,1387,1762,19714,1,2017-05-10 00:00:00
862565835134521344,pat taylor,pattayl25114461,"Yes I am Canadian,#Resistance yes i despise Trump and his supporters and please don't tell me to mind my own business as his decisions affect the world period!🦎",4847,4829,8345,2,2017-05-11 00:00:00
863011097644761088,George Peppard,George_Peppard,Snarky responses provided FREE,1459,1680,867,3,2017-05-12 00:00:00
863823392566386689,Marty Hagerty,Marteliz21,,19,106,367,0,2017-05-14 00:00:00
864131603177648128,Seminole Gal,seminoledame,,2258,4959,26092,3,2017-05-15 00:00:00
864900032675299328,Tammy Nelson,TammyNe90357879,Sales tax auditor at MN Revenue Department,64,312,955,0,2017-05-17 00:00:00
866523657136418818,juliepatchouli,JuliePatchouli_,"Mom, wife and nurse. Cat lover with a green thumb. Flower child at heart. Not my president. p.s. pink flamingos are my spirit animal.",4817,5198,121247,1,2017-05-22 00:00:00
866878803909386245,saikat manna,saikatm22038963,,1,56,5,0,2017-05-23 00:00:00
868103217476972544,Pauline Iddon,IddonPaula,"Remainer in the EU.We are the 48%.2016
B.Ed.English/Drama Exeter Univ
Teacher
 

Great believer in Erasmus teachers EU.
Eurotom NHS  

Love the expressive Arts.",216,189,8859,3,2017-05-26 00:00:00
868499366159536128,Maria DePalma,mdp1228,"Ex-U.S. Air Force spouse-Amarillo, Texas,Music Programmer-WNEW-AM-1130,Superv. Music/Audience Research-(NBC)-97 WYNY-FM,Travel Rep.,Car Sales,NYC Gov't Service",32,74,759,1,2017-05-27 00:00:00
869165794453803008,African Youth SDGs,youthsdgssummit,Continental platform advocating for active participation of youth in #SDGs & #Agenda2063 implementations.Register for 2018 summit @ https://t.co/snRcgPXQH1 #AYSDGs,1836,610,2435,16,2017-05-29 00:00:00
870101644830179328,Barbara Hill,Barbara04303138,"Democrat, liberal !  Extremely dislikes tRump!!",206,584,19345,0,2017-05-31 00:00:00
870665236344434688,Sizo Mahlangu,SizoMahlangu,My art lives here,38,41,196,0,2017-06-02 00:00:00
870823570322190336,Steamrollerblues,cementmixer4u,,81,296,2949,1,2017-06-02 00:00:00
872212471058239488,Jane dunning,Janedunning4,,17,23,2353,0,2017-06-06 00:00:00
872897926586142730,MLC,TEXdogmom,Retired Texan. Love to cook. Former Republican?,78,879,48624,0,2017-06-08 00:00:00
874428460730658817,Joseph Solomon,capedcrusader63,"Washington Redskins and the 3 b's Bugs Bunny, the Beatles and Batman",27,83,322,0,2017-06-12 00:00:00
874729387542945792,essencetoessence,robynlyn2016,face oils,74,179,4556,1,2017-06-13 00:00:00
874890940049182720,Imran Haque,imranhaque505,"As an internist, Dr. Haque both has highly specialized knowledge and is able to provide an array of different services.",586,83,0,1,2017-06-14 00:00:00
875791419344138241,Andre Thompson,Andredt120,USF18' | Aspire to Inspire,160,212,13918,0,2017-06-16 00:00:00
877285633387048960,theArtsyLiberal,TheArtsyLiberal,"Trump is as useless as an ashtray on a motorcycle!
 #TheResistance #impeach45
NO LISTS OR TRUMPTARDS.
#Trump is a #Traitor #FBR",527,1564,15289,0,2017-06-20 00:00:00
877624488678088704,xanaxisgod,Xanaxisgod,"29/M/TX Donkey Kong 3 stan",565,697,49136,5,2017-06-21 00:00:00
877889653164134400,Jo Jo,jojomopac,Common sense conservative. No Lists. No Parody’s. No Catfish. #MAGA Keep America Great #KAG #DraintheSwamp,1129,1495,25133,1,2017-06-22 00:00:00
877901214121431044,Open to Trade,opentotrade,,16,22,130,0,2017-06-22 00:00:00
878005867400048641,China Deals,ChinaGadgetDeal,"Daily new Deals and Coupons for the most popular chinese Online-Shops!

Visit us on Facebook: http://fb.com/chinagadgetdeal",131,12,0,0,2017-06-22 00:00:00
879766394170159104,Searching Las Vegas,iSearchLasVegas,The Las Vegas Super Community that seeks to bring all the sub communities together in the greater Las Vegas region.,24,1,0,0,2017-06-27 00:00:00
880047758702514176,Kelly Lannen,KellyLannen,Wife. Mother. Pitbull Advocate. Political Junkie. Nature Lover. #TheResistance No DM’s. #FBR,4696,4952,3090,2,2017-06-28 00:00:00
880405316969672704,Okay,d0gbackword,"Life is like shit, it stinks.
6+ subs on YouTube",56,36,7962,0,2017-06-29 00:00:00
880510470108712960,Frankie Bowbrick,FrancescaBowbr2,"Family, travel, reading, dogs, cooking and gardening all make me happy - but not necessarily in that order!",61,102,6943,0,2017-06-29 00:00:00
882203746658385920,LaDonna Farmer,LaDonnaFarmer16,,143,123,26064,0,2017-07-04 00:00:00
882783233406103552,ITSHeavy,ITSHeavyMars,,273,185,35250,3,2017-07-05 00:00:00
883193351045914624,Niranjan,niranjanlegacy,,311,533,34659,0,2017-07-07 00:00:00
885145490454708224,Hunh,Hunh2x44,,9,163,4691,0,2017-07-12 00:00:00
885236019670511616,Rosie Gerhard,rosiegerhard09,Lecturer in Dance Studies. All opinions are my own and do not reflect the position of any institution with which I am associated.  I do love a bit of ballet ...,129,84,1649,1,2017-07-12 00:00:00
885297446988914689,News Twist,NewsTwist2,"KISS.  It's a spiritual war!  The battle between good and evil.  And American politics is smack dab in the middle of it, complicated by a misleading news media!",655,636,3530,0,2017-07-12 00:00:00
